Episode,Reward,AvgLoss
1,-0.49500000000000033,0.5089133262634278
2,101.37,5838.731604003906
3,1.5950000000000006,4626.919580078125
4,-0.6200000000000004,3682.0615966796877
5,-0.41000000000000025,3713.4967529296873
6,0.07500000000001339,1370.173501586914
7,-1.3499999999999952,927.7711791992188
8,1.3950000000000005,956.267221069336
9,101.72,1744.470327436924
10,-0.5050000000000003,2615.1788330078125
11,-0.3650000000000002,2093.9530639648438
12,-0.20000000000000007,2110.0311767578123
13,-0.49500000000000033,1944.6053527832032
14,1.6100000000000005,1662.9829406738281
15,1.23,1336.9858703613281
16,101.83,2189.7140502929688
17,-0.8100000000000006,2389.2142822265623
18,-0.29500000000000015,2173.6045776367187
19,-0.9750000000000008,1378.3874084472657
20,1.3000000000000003,1617.4492309570312
21,-0.16000000000000003,1342.7656425833702
22,-0.27500000000000013,1591.4478515625
23,-0.2550000000000001,1500.9871704101563
24,1.6750000000000007,1503.6397583007813
25,-0.06000000000000005,1570.1987670898438
26,-1.104999999999981,853.9458984375
27,-0.8000000000000006,1092.7216430664062
28,101.53,984.3175170898437
29,1.2300000000000004,1208.3723754882812
30,-0.7750000000000006,1581.5035339355468
31,-2.0849999999999778,1017.7976943969727
32,101.135,747.5002530455589
33,-1.084999999999983,1100.8846496582032
34,0.9999999999999999,699.2755481868983
35,-0.08000000000000074,887.6925186812878
36,101.575,1267.5696594238282
37,1.6250000000000004,1562.3995422363282
38,101.505,1752.7512084960938
39,-2.1999999999999753,1668.049627685547
40,1.6050000000000004,1534.0721923828125
41,-0.9650000000000007,1452.89130859375
42,1.7250000000000008,1429.06376953125
43,0.8699999999999992,1467.4447082519532
44,-0.6500000000000005,1288.8280456542968
45,-0.5000000000000003,1282.191424560547
46,-0.2350000000000002,1677.768295288086
47,101.51,1167.9539764404296
48,-0.2600000000000001,1447.3431457519532
49,-1.0600000000000007,1908.3801513671874
50,-0.6600000000000005,1731.8219970703126
51,-2.174999999999976,992.9795227050781
52,1.5750000000000006,1281.6454940795898
53,-1.1700000000000008,1017.8965759277344
54,100.9,1203.552685546875
55,-1.0250000000000008,1077.477783203125
56,101.2,846.2163848876953
57,-0.9500000000000007,745.0432241141796
58,1.0850000000000006,897.8555358886719
59,-1.9649999999999843,805.6562026977539
60,-0.29500000000000015,1200.7922241210938
61,101.51,961.6821411132812
62,1.2650000000000006,1201.9084167480469
63,0.8849999999999992,1019.5708101272583
64,-2.259999999999974,1098.4531616210938
65,1.5000000000000004,1229.47587890625
66,100.98,924.9027526855468
67,-1.1350000000000007,903.3329437255859
68,101.245,1134.8898638248443
69,-0.5100000000000003,808.554443359375
70,-1.1199999999999994,870.5043212890625
71,-0.5550000000000004,1002.4076721191407
72,-0.059999999999980916,738.055224609375
73,-2.1349999999999767,932.2125793457031
74,-0.18000000000000016,680.9860565185547
75,1.7300000000000004,934.4841425657272
76,101.775,684.2980834960938
77,-0.21500000000000008,1060.9294494628907
78,100.82,876.2841033935547
79,-0.8700000000000007,884.1320648193359
80,-0.15500000000000014,1128.0308776855468
81,0.06500000000001638,944.1623443603515
82,-1.3099999999999972,798.1766391634941
83,-0.8200000000000006,630.5372100830078
84,-1.0400000000000007,719.436164855957
85,99.99500000000002,995.4696166992187
86,1.4150000000000005,887.6726104736329
87,-1.8849999999999847,668.8652770996093
88,-2.0449999999999786,903.24326171875
89,-0.3650000000000002,845.6812789916992
90,0.46000000000000785,602.6885299682617
91,-1.9999999999999793,868.0044158935547
92,-0.06500000000000006,739.6326751708984
93,-1.4549999999999927,606.2813201904297
94,-1.7799999999999865,688.5528610229492
95,0.2549999999999999,493.9324415564537
96,1.2800000000000005,438.0113800048828
97,0.6800000000000006,589.0326675415039
98,1.0750000000000002,402.5797444343567
99,-2.0949999999999775,598.2504058837891
100,-1.1150000000000007,569.0544606208801
101,0.5700000000000053,565.5433517456055
102,-0.5349999999999916,639.8323877871037
103,101.305,505.296858215332
104,-0.17500000000000016,451.6958953857422
105,-1.2499999999999991,493.2093032836914
106,-0.5950000000000004,556.2317528009414
107,-1.4099999999999937,477.5077712535858
108,0.36500000000000965,588.1108703613281
109,-0.11500000000000077,427.46155071258545
110,-0.2350000000000001,655.9243682861328
111,0.8199999999999992,504.12608032226564
112,-2.069999999999978,498.1882804274559
113,-1.214999999999999,594.5341445922852
114,-2.174999999999976,481.3190032958984
115,-2.1999999999999753,323.1307884037495
116,101.66,356.0978045105934
117,-1.1100000000000003,375.6089251875877
118,-0.5350000000000004,414.7038284301758
119,100.01000000000002,338.48436737060547
120,-2.1549999999999763,419.02411460876465
121,-0.8450000000000006,615.8773071289063
122,-0.135,376.2293571472168
123,-0.19500000000000006,295.7044355511665
124,-0.5150000000000003,310.9842300415039
125,-1.3199999999999954,409.0877944946289
126,101.16,330.4953887939453
127,-0.13500000000000012,546.9928161621094
128,1.4500000000000006,381.0943130493164
129,-0.7100000000000005,412.73856353759766
130,-1.6049999999999929,245.10155582427979
131,0.6450000000000032,403.2271224975586
132,-0.19000000000000006,363.7097457885742
133,-0.4900000000000003,415.3659729003906
134,-1.8699999999999823,355.7174795150757
135,1.4600000000000004,441.2164138793945
136,1.3550000000000004,324.89882266521454
137,1.3150000000000004,386.95617122650145
138,1.8100000000000007,425.2134765625
139,101.57000000000001,322.49072709083555
140,-2.2349999999999746,439.38320007324216
141,-2.1899999999999755,318.44734897613523
142,-2.214999999999975,289.34423127174375
143,1.06,467.25921325683595
144,-2.064999999999978,421.61954193115236
145,-1.984999999999983,338.64010162353514
146,-1.0950000000000009,290.5726110458374
147,0.33500000000000973,411.2790783405304
148,-1.9999999999999862,214.2751308441162
149,-1.1150000000000002,243.600838470459
150,1.7850000000000008,310.91735153198243
151,-0.2350000000000001,273.2635325908661
152,-0.9700000000000008,261.4277452468872
153,-0.7550000000000006,222.83527450561525
154,-0.49500000000000033,264.42046585083006
155,-0.4400000000000003,176.1995027065277
156,-0.6300000000000004,329.0033704519272
157,-1.349999999999996,229.7374386548996
158,1.2000000000000002,248.08987884521486
159,-1.1749999999999758,307.63115932941434
160,-2.204999999999975,130.42229437828064
161,-1.0200000000000007,230.99544219970704
162,-0.49500000000000033,188.70949311256408
163,-2.214999999999975,188.2787922143936
164,-1.4349999999999925,213.50385563373567
165,-0.7600000000000006,230.89192173480987
166,-0.5050000000000003,169.63217036724092
167,0.9649999999999993,144.8003575325012
168,-2.1499999999999764,101.59624719619751
169,0.475000000000006,120.66733574867249
170,-2.2299999999999747,182.5960533618927
171,-2.069999999999978,94.32078754901886
172,1.2500000000000004,154.30488731861115
173,-2.299999999999973,135.11384167671204
174,1.4550000000000003,97.04554171562195
175,0.3850000000000098,69.95401794910431
176,-1.7949999999999875,110.10920851230621
177,-0.20500000000000007,84.07237721681595
178,-0.3450000000000002,71.76051555871963
179,101.365,94.95069222450256
180,-0.20000000000000007,113.24621977806092
181,1.2600000000000002,114.99787640571594
182,-1.3000000000000007,101.51060302257538
183,1.5350000000000006,170.71596714258195
184,-0.4750000000000003,147.63668501377106
185,-0.20500000000000018,143.09002618789674
186,-0.5800000000000004,147.26040297746658
187,1.3550000000000004,75.46382067203521
188,1.4750000000000003,71.15507575273514
189,101.32,85.80808825492859
190,-0.5000000000000003,116.36828498840332
191,-0.26500000000000024,117.43059623241425
192,101.525,97.23376777172089
193,-0.21000000000000008,173.53939051628112
194,-1.7899999999999863,150.0489449977875
195,101.665,158.31589715480806
